"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","137","lists traces with token/cost rollups","Observability page","Fri Sep 04 03:15:24 UTC 2026","passed","Fri Sep 04 03:15:24 UTC 2026","","","",""
"","130","disables workflow-wide event matching for legacy wait_event checkpoints in the monitor","WorkflowEditor handler branches","Fri Sep 04 03:13:31 UTC 2026","passed","Fri Sep 04 03:13:31 UTC 2026","","","",""
"","149","turns empty workflow session memory into stopped-run guidance","WorkflowDetail calibration","Fri Sep 04 03:13:17 UTC 2026","passed","Fri Sep 04 03:13:17 UTC 2026","","","",""
"","85","archives and restores a skill from the detail toolbar","SkillDetail","Fri Sep 04 03:14:48 UTC 2026","passed","Fri Sep 04 03:14:48 UTC 2026","","","",""
"","3","turns an empty checkpoint trail into in-flight guidance for active runs","workflow run panels","Fri Sep 04 03:14:30 UTC 2026","passed","Fri Sep 04 03:14:30 UTC 2026","","","",""
"","9","reloads when refreshKey changes","VersionPanel","Fri Sep 04 03:16:35 UTC 2026","passed","Fri Sep 04 03:16:35 UTC 2026","","","",""
"","0","multi_agent_handoff adds a specialist agent plus a conditional handoff","templateManifest","Fri Sep 04 03:14:13 UTC 2026","passed","Fri Sep 04 03:14:13 UTC 2026","","","",""
"","10","shows a recoverable error instead of loading forever when the tool request fails","ToolDetail page","Fri Sep 04 03:13:21 UTC 2026","passed","Fri Sep 04 03:13:21 UTC 2026","","","",""
"","255","edits content and reports the version bump","SkillDetail","Fri Sep 04 03:14:47 UTC 2026","passed","Fri Sep 04 03:14:47 UTC 2026","","","",""
"","1","matches field-scoped validation issues on exact and nested paths","node helpers","Fri Sep 04 03:14:13 UTC 2026","passed","Fri Sep 04 03:14:13 UTC 2026","","","",""
"","11","renders errors + warnings and focuses node on click","ProblemsPanel","Fri Sep 04 03:13:43 UTC 2026","passed","Fri Sep 04 03:13:43 UTC 2026","","","",""
"","25","updates agent tool constraints","Inspector","Fri Sep 04 03:13:41 UTC 2026","passed","Fri Sep 04 03:13:41 UTC 2026","","","",""
"","5","renders selected items as chips","ChipMultiSelect","Fri Sep 04 03:17:18 UTC 2026","passed","Fri Sep 04 03:17:18 UTC 2026","","","",""
"","68","runs an honest configuration preflight and exposes audit-backed revisions","Agents lifecycle UI","Fri Sep 04 03:15:48 UTC 2026","passed","Fri Sep 04 03:15:48 UTC 2026","","","",""
"","3","hydrates persisted width -> 320","AssistantPanelContext","Fri Sep 04 03:16:38 UTC 2026","passed","Fri Sep 04 03:16:38 UTC 2026","","","",""
"","3","does not retry a rejected auth operation when the Web Lock callback fails","local auth cookie-operation coordination","Fri Sep 04 03:16:29 UTC 2026","passed","Fri Sep 04 03:16:29 UTC 2026","","","",""
"","55","stops listening once unmounted","useApi + workspace changes","Fri Sep 04 03:17:34 UTC 2026","passed","Fri Sep 04 03:17:35 UTC 2026","","","",""
"","162","refreshes approvals and checkpoints immediately when a monitored run enters waiting approval","WorkflowEditor handler branches","Fri Sep 04 03:13:38 UTC 2026","passed","Fri Sep 04 03:13:38 UTC 2026","","","",""
"","32","changes to auto_all from the dropdown","ApprovalModeSelector","Fri Sep 04 03:15:54 UTC 2026","passed","Fri Sep 04 03:15:54 UTC 2026","","","",""
"","88","adds a new example by hand (POST /examples with parsed JSON)","EvalDatasetDetail","Fri Sep 04 03:15:03 UTC 2026","passed","Fri Sep 04 03:15:03 UTC 2026","","","",""
"","32","reacts to workflow.run.queued event-stream messages","WorkflowDetail calibration","Fri Sep 04 03:13:13 UTC 2026","passed","Fri Sep 04 03:13:13 UTC 2026","","","",""
"","155","cleans structured MCP invocation errors before showing them in the playground","McpServers","Fri Sep 04 03:14:34 UTC 2026","passed","Fri Sep 04 03:14:35 UTC 2026","","","",""
"","50","selects a content-pinned project file for a file input node","Inspector","Fri Sep 04 03:13:41 UTC 2026","passed","Fri Sep 04 03:13:42 UTC 2026","","","",""
"","7","keeps download deadlines and auth fences active through blob consumption","caliberApi","Fri Sep 04 03:14:42 UTC 2026","passed","Fri Sep 04 03:14:42 UTC 2026","","","",""
"","2","renders the current approval mode full_autonomy","ApprovalModeSelector","Fri Sep 04 03:15:54 UTC 2026","passed","Fri Sep 04 03:15:54 UTC 2026","","","",""
"","12","updates the CSS custom property when the panel collapses","AssistantPanelContext","Fri Sep 04 03:16:38 UTC 2026","passed","Fri Sep 04 03:16:38 UTC 2026","","","",""
"","50","shows recent activity errors and retries activity fetchers","Dashboard","Fri Sep 04 03:16:34 UTC 2026","passed","Fri Sep 04 03:16:34 UTC 2026","","","",""
"","15","shows the empty-range placeholder and hides charts/table for a degraded payload","GatewayUsageTab","Fri Sep 04 03:16:31 UTC 2026","passed","Fri Sep 04 03:16:31 UTC 2026","","","",""
"","177","still accepts the same edit path on a draft version","WorkflowEditor handler branches","Fri Sep 04 03:13:23 UTC 2026","passed","Fri Sep 04 03:13:23 UTC 2026","","","",""
"","49","requests a CSV export carrying the active filters","AuditLog","Fri Sep 04 03:16:57 UTC 2026","passed","Fri Sep 04 03:16:58 UTC 2026","","","",""
"","386","reaches every destination once all groups are open","Sidebar navigation groups","Fri Sep 04 03:16:19 UTC 2026","passed","Fri Sep 04 03:16:19 UTC 2026","","","",""
"","4","configures external app nodes with a callable entrypoint","Inspector","Fri Sep 04 03:13:43 UTC 2026","passed","Fri Sep 04 03:13:43 UTC 2026","","","",""
"","8756","opens the wired sidebar routes without falling through to Not found","Sidebar Build routes","Fri Sep 04 03:15:56 UTC 2026","passed","Fri Sep 04 03:16:05 UTC 2026","","","",""
"","557","surfaces Apache AGE retrieval in the playground and sends the age_graph mode","Knowledge Bases page","Fri Sep 04 03:13:49 UTC 2026","passed","Fri Sep 04 03:13:50 UTC 2026","","","",""
"","15","filters the top-level view by label (case-insensitive)","BucketTree","Fri Sep 04 03:15:22 UTC 2026","passed","Fri Sep 04 03:15:22 UTC 2026","","","",""
"","37","renders the current mode chat","ModeSelector","Fri Sep 04 03:15:54 UTC 2026","passed","Fri Sep 04 03:15:54 UTC 2026","","","",""
"","137","keeps Create disabled until both name and owner are filled","EvalDatasets create panel (lines 399-485)","Fri Sep 04 03:16:21 UTC 2026","passed","Fri Sep 04 03:16:21 UTC 2026","","","",""
"","138","disables editor resume actions when the active wait checkpoint payload is corrupt","WorkflowEditor handler branches","Fri Sep 04 03:13:32 UTC 2026","passed","Fri Sep 04 03:13:32 UTC 2026","","","",""
"","37","renders the prompt input and suggestions; submit starts disabled","WorkflowCopilot","Fri Sep 04 03:16:15 UTC 2026","passed","Fri Sep 04 03:16:15 UTC 2026","","","",""
"","41","reacts to workflow.run.started event-stream messages","WorkflowDetail calibration","Fri Sep 04 03:13:14 UTC 2026","passed","Fri Sep 04 03:13:14 UTC 2026","","","",""
"","21","edits workflow-level registered tool bindings","Inspector","Fri Sep 04 03:13:41 UTC 2026","passed","Fri Sep 04 03:13:41 UTC 2026","","","",""
"","58","renders existing attachments and removes one via the delete button","AttachmentBar — chip list & remove","Fri Sep 04 03:15:07 UTC 2026","passed","Fri Sep 04 03:15:08 UTC 2026","","","",""
"","52","degrades gracefully when the guardrail API is unavailable","Gateway → Guardrails tab","Fri Sep 04 03:15:31 UTC 2026","passed","Fri Sep 04 03:15:31 UTC 2026","","","",""
"","106","opens a tool into the Workspace and back returns to the registry","ToolRegistry page","Fri Sep 04 03:12:57 UTC 2026","passed","Fri Sep 04 03:12:57 UTC 2026","","","",""
"","194","shows scheduled wait messaging and resumes wait_until runs without event payload","WorkflowEditor handler branches","Fri Sep 04 03:13:30 UTC 2026","passed","Fri Sep 04 03:13:30 UTC 2026","","","",""
"","0","adds needs-input state when questions are present for %p","processStepsFromMetadata","Fri Sep 04 03:16:45 UTC 2026","passed","Fri Sep 04 03:16:45 UTC 2026","","","",""
"","1","renders status test_failed with the right tone","DraftStatusBadge","Fri Sep 04 03:15:54 UTC 2026","passed","Fri Sep 04 03:15:54 UTC 2026","","","",""
"","1","strips only the launch keys and keeps unrelated params intact","knowledgeBuildLaunch","Fri Sep 04 03:15:16 UTC 2026","passed","Fri Sep 04 03:15:16 UTC 2026","","","",""
"","5","hides upload controls for non-admin users","BucketSelect workflow helpers","Fri Sep 04 03:16:40 UTC 2026","passed","Fri Sep 04 03:16:40 UTC 2026","","","",""
"","152","keeps fallback retry lineage visible when canonical lineage lookup fails","WorkflowDetail calibration","Fri Sep 04 03:13:20 UTC 2026","passed","Fri Sep 04 03:13:20 UTC 2026","","","",""
"","212","clears search and navigates back to the parent folder","Object Store file manager","Fri Sep 04 03:14:25 UTC 2026","passed","Fri Sep 04 03:14:26 UTC 2026","","","",""
"","135","hides approval actions in the monitor when the workflow run queue is disabled","WorkflowEditor handler branches","Fri Sep 04 03:13:29 UTC 2026","passed","Fri Sep 04 03:13:29 UTC 2026","","","",""
"","155","adds and removes secret refs","ToolWizard","Fri Sep 04 03:15:11 UTC 2026","passed","Fri Sep 04 03:15:11 UTC 2026","","Step 5: Safety & Review","",""
"","1","curl: posts to the endpoint and shows the poll step","buildServiceSnippet","Fri Sep 04 03:17:15 UTC 2026","passed","Fri Sep 04 03:17:15 UTC 2026","","","",""
"","247","removes trigger phrases","SkillWizard","Fri Sep 04 03:14:57 UTC 2026","passed","Fri Sep 04 03:14:58 UTC 2026","","Step 4: Trigger Testing","",""
"","76","shows backing-service health on the Services tab","Settings page","Fri Sep 04 03:15:41 UTC 2026","passed","Fri Sep 04 03:15:41 UTC 2026","","","",""
"","1","nodeSubtitle summarizes agent tools","node helpers","Fri Sep 04 03:14:13 UTC 2026","passed","Fri Sep 04 03:14:13 UTC 2026","","","",""
"","1","uses static prefix deployments when configured","externalLinks","Fri Sep 04 03:17:41 UTC 2026","passed","Fri Sep 04 03:17:41 UTC 2026","","","",""
"","5","shows file input settings and updates path","Inspector","Fri Sep 04 03:13:41 UTC 2026","passed","Fri Sep 04 03:13:41 UTC 2026","","","",""
"","83","disables manual runs while a workflow is paused","WorkflowDetail calibration","Fri Sep 04 03:13:04 UTC 2026","passed","Fri Sep 04 03:13:04 UTC 2026","","","",""
"","31","toggles folder selection from the folder checkbox","BucketTree","Fri Sep 04 03:15:22 UTC 2026","passed","Fri Sep 04 03:15:22 UTC 2026","","","",""
"","91","locks the Playground stage to the open prompt (model picker, no prompt picker)","Prompts — Workspace Playground stage","Fri Sep 04 03:14:07 UTC 2026","passed","Fri Sep 04 03:14:07 UTC 2026","","","",""
"","3","surfaces join diagnostics with merged keys","StepPreview","Fri Sep 04 03:15:01 UTC 2026","passed","Fri Sep 04 03:15:01 UTC 2026","","","",""
"","126","shows the skill content and version","SkillDetail","Fri Sep 04 03:14:47 UTC 2026","passed","Fri Sep 04 03:14:47 UTC 2026","","","",""
"","5","creates registered tool bindings","ensureAgentToolBindings","Fri Sep 04 03:17:17 UTC 2026","passed","Fri Sep 04 03:17:17 UTC 2026","","","",""
"","62","clears pinned versions when changing the selected knowledge base","Inspector","Fri Sep 04 03:13:42 UTC 2026","passed","Fri Sep 04 03:13:43 UTC 2026","","","",""
"","86","surfaces event trigger failures","WorkflowDetail calibration","Fri Sep 04 03:13:04 UTC 2026","passed","Fri Sep 04 03:13:04 UTC 2026","","","",""
"","57","shows deltas when compared against a baseline run","EvaluationDetail page","Fri Sep 04 03:15:18 UTC 2026","passed","Fri Sep 04 03:15:18 UTC 2026","","","",""
"","168","hides retry actions in run detail when the workflow run queue is disabled","WorkflowDetail calibration","Fri Sep 04 03:13:12 UTC 2026","passed","Fri Sep 04 03:13:12 UTC 2026","","","",""
"","6","renders a param-less check as 'No configuration.'","GuardrailChecksEditor","Fri Sep 04 03:16:46 UTC 2026","passed","Fri Sep 04 03:16:46 UTC 2026","","","",""
"","27","shows inherited checkpoint provenance inside the replay path","TraceReplayGraph","Fri Sep 04 03:13:43 UTC 2026","passed","Fri Sep 04 03:13:43 UTC 2026","","","",""
"","28","renders bucket count without the status banner when connected","Object Store file manager","Fri Sep 04 03:14:23 UTC 2026","passed","Fri Sep 04 03:14:23 UTC 2026","","","",""
"","54","provides a download link to the content proxy","RunFilePanel","Fri Sep 04 03:15:20 UTC 2026","passed","Fri Sep 04 03:15:20 UTC 2026","","","",""
"","259","navigates through all 5 steps","SkillWizard","Fri Sep 04 03:14:55 UTC 2026","passed","Fri Sep 04 03:14:55 UTC 2026","","Step navigation","",""
"","11","builds the MLflow gateway entry link by default","externalLinks","Fri Sep 04 03:17:41 UTC 2026","passed","Fri Sep 04 03:17:41 UTC 2026","","","",""
"","669","updates model, handles file states, sends chat messages, and resets sessions","Prompts advanced playground flows","Fri Sep 04 03:14:27 UTC 2026","passed","Fri Sep 04 03:14:28 UTC 2026","","","",""
"","43","shows precise API/database reachability when /health responds","Sidebar health footer","Fri Sep 04 03:17:09 UTC 2026","passed","Fri Sep 04 03:17:09 UTC 2026","","","",""
"","1","returns null when workflow_id is missing","workflowCalibrationView","Fri Sep 04 03:15:16 UTC 2026","passed","Fri Sep 04 03:15:16 UTC 2026","","","",""
"","10","surfaces for-each loop diagnostics with item outcomes","StepPreview","Fri Sep 04 03:15:01 UTC 2026","passed","Fri Sep 04 03:15:01 UTC 2026","","","",""
"","30","keeps human approval replay markers generic","TraceReplayGraph","Fri Sep 04 03:13:43 UTC 2026","passed","Fri Sep 04 03:13:43 UTC 2026","","","",""
"","89","extracts Word documents to inline text","Object Store file manager","Fri Sep 04 03:14:23 UTC 2026","passed","Fri Sep 04 03:14:23 UTC 2026","","","",""
"","5","parses variable json values as strings","Skills helpers","Fri Sep 04 03:17:30 UTC 2026","passed","Fri Sep 04 03:17:30 UTC 2026","","","",""
"","215","labels runtime approval gates distinctly when a selected run pauses on a tool gate","WorkflowDetail calibration","Fri Sep 04 03:13:16 UTC 2026","passed","Fri Sep 04 03:13:16 UTC 2026","","","",""
"","137","creates a multi-agent handoff workflow starter","Workflows — template create flow","Fri Sep 04 03:14:39 UTC 2026","passed","Fri Sep 04 03:14:39 UTC 2026","","","",""
"","778","submits AGE-backed graph configuration during a new build","Knowledge Bases page","Fri Sep 04 03:13:47 UTC 2026","passed","Fri Sep 04 03:13:47 UTC 2026","","","",""
"","26","shows the loading state before config resolves","AssistantSettings","Fri Sep 04 03:15:33 UTC 2026","passed","Fri Sep 04 03:15:33 UTC 2026","","","",""
"","473","navigates across routes and refreshes sidebar badges from SSE-triggered summary reload","App shell end-to-end journeys","Fri Sep 04 03:14:17 UTC 2026","passed","Fri Sep 04 03:14:18 UTC 2026","","","",""
"","9","turns an empty event timeline into completed-run guidance when stored event history is missing","WorkflowRunDebugger","Fri Sep 04 03:14:12 UTC 2026","passed","Fri Sep 04 03:14:12 UTC 2026","","","",""
"","0","deriveEdgeMap produces at least one mapping","connect/map helpers","Fri Sep 04 03:14:13 UTC 2026","passed","Fri Sep 04 03:14:13 UTC 2026","","","",""
"","47","closes the loop: 'Fix with copilot' feeds the failing step into a new edit","WorkflowCopilot","Fri Sep 04 03:16:15 UTC 2026","passed","Fri Sep 04 03:16:15 UTC 2026","","","",""
"","72","opens the wizard from the Build Skill action","Skills page with wizard integration","Fri Sep 04 03:14:59 UTC 2026","passed","Fri Sep 04 03:15:00 UTC 2026","","","",""
"","55","renders human approval and note editors","Inspector","Fri Sep 04 03:13:42 UTC 2026","passed","Fri Sep 04 03:13:42 UTC 2026","","","",""
"","92","deletes only the individually selected knowledge base","Knowledge Bases delete","Fri Sep 04 03:13:55 UTC 2026","passed","Fri Sep 04 03:13:55 UTC 2026","","","",""
"","3","blocks Next when there are errors","PublishDrawer","Fri Sep 04 03:13:43 UTC 2026","passed","Fri Sep 04 03:13:43 UTC 2026","","","",""
"","46","surfaces a server error","WorkflowPlanPanel","Fri Sep 04 03:16:44 UTC 2026","passed","Fri Sep 04 03:16:44 UTC 2026","","","",""
"","29","lets an operator inspect effects but reserves effect resolution for admins","Releases","Fri Sep 04 03:15:06 UTC 2026","passed","Fri Sep 04 03:15:06 UTC 2026","","","",""
"","28","shows cold-start message when baseline is null","PromptDiff","Fri Sep 04 03:17:02 UTC 2026","passed","Fri Sep 04 03:17:02 UTC 2026","","","",""
"","235","saves provider keys from the Providers tab","Settings page","Fri Sep 04 03:15:40 UTC 2026","passed","Fri Sep 04 03:15:40 UTC 2026","","","",""
"","172","renders the three modes and reports a selection","ModeSelector","Fri Sep 04 03:15:49 UTC 2026","passed","Fri Sep 04 03:15:50 UTC 2026","","","",""
"","208","Scenario Sets builds cases that Trigger Tests runs in a batch","SkillWorkspace","Fri Sep 04 03:15:28 UTC 2026","passed","Fri Sep 04 03:15:28 UTC 2026","","","",""
"","70","shows the no-match empty state when filters exclude everything","Workflows — empty & error states","Fri Sep 04 03:14:38 UTC 2026","passed","Fri Sep 04 03:14:38 UTC 2026","","","",""
"","12","sets an else fallback branch","RouterConditionBuilder","Fri Sep 04 03:13:43 UTC 2026","passed","Fri Sep 04 03:13:43 UTC 2026","","","",""
"","72","surfaces orchestration diagnostics across the step map, snapshot, and event timeline","WorkflowRunDebugger","Fri Sep 04 03:14:12 UTC 2026","passed","Fri Sep 04 03:14:12 UTC 2026","","","",""
"","15","setPanelWidth clamps through Width 999","AssistantPanelContext","Fri Sep 04 03:16:38 UTC 2026","passed","Fri Sep 04 03:16:38 UTC 2026","","","",""
"","76","mounts the shared VersionPanel with Promote/Roll back controls","WorkflowDetail Versions tab","Fri Sep 04 03:16:42 UTC 2026","passed","Fri Sep 04 03:16:42 UTC 2026","","","",""
"","52","rejects a short password before making a request","Administration","Fri Sep 04 03:15:38 UTC 2026","passed","Fri Sep 04 03:15:38 UTC 2026","","","",""
"","35","labels runtime approval checkpoints distinctly inside the replay path","TraceReplayGraph","Fri Sep 04 03:13:43 UTC 2026","passed","Fri Sep 04 03:13:43 UTC 2026","","","",""
"","0","routes the MLflow link through the :5050 gateway on port 5001","externalLinks port-5001 + hash branches","Fri Sep 04 03:15:16 UTC 2026","passed","Fri Sep 04 03:15:16 UTC 2026","","","",""
"","427","queues workflow runs through the async run endpoint for manual and alias targets","WorkflowDetail calibration","Fri Sep 04 03:13:03 UTC 2026","passed","Fri Sep 04 03:13:03 UTC 2026","","","",""
"","1","routes the CALIBER link through the :5050 gateway on port 5001","externalLinks port-5001 + hash branches","Fri Sep 04 03:15:16 UTC 2026","passed","Fri Sep 04 03:15:16 UTC 2026","","","",""
"","7","edits a node's display name and description","Component enhancements (label / advanced / output / legacy)","Fri Sep 04 03:13:44 UTC 2026","passed","Fri Sep 04 03:13:44 UTC 2026","","","",""
"","121","approves a draft plan and reflects the approved status","AriaPlans","Fri Sep 04 03:15:43 UTC 2026","passed","Fri Sep 04 03:15:43 UTC 2026","","","",""
"","154","selects all and bulk-deletes via the batch endpoint","Object Store file manager","Fri Sep 04 03:14:21 UTC 2026","passed","Fri Sep 04 03:14:21 UTC 2026","","","",""
"","28","fetches version exports through the authenticated API client","WorkflowVersionDetail page","Fri Sep 04 03:13:20 UTC 2026","passed","Fri Sep 04 03:13:20 UTC 2026","","","",""
"","4","treats completed/failed/cancelled as terminal, the rest as resumable","plan-view helpers","Fri Sep 04 03:17:42 UTC 2026","passed","Fri Sep 04 03:17:42 UTC 2026","","","",""
"","49","shows suggested prompts in empty state","CaliberAssistantPanel","Fri Sep 04 03:14:51 UTC 2026","passed","Fri Sep 04 03:14:51 UTC 2026","","","",""
"","47","toggling the trace editor off hides it","EvalDatasetDetail — capture from trace","Fri Sep 04 03:15:03 UTC 2026","passed","Fri Sep 04 03:15:03 UTC 2026","","","",""
"","169","disables workflow-detail resume actions when the active checkpoint drifts from the run node","WorkflowDetail calibration","Fri Sep 04 03:13:10 UTC 2026","passed","Fri Sep 04 03:13:10 UTC 2026","","","",""
"","2","renders nothing when there are no questions","QuestionList","Fri Sep 04 03:15:54 UTC 2026","passed","Fri Sep 04 03:15:54 UTC 2026","","","",""
"","136","renders with text","Button","Fri Sep 04 03:17:32 UTC 2026","passed","Fri Sep 04 03:17:32 UTC 2026","","","",""
"","209","commits a single rename on blur and no-ops an unchanged blur","Workflows — inline rename commit guard","Fri Sep 04 03:14:40 UTC 2026","passed","Fri Sep 04 03:14:40 UTC 2026","","","",""
"","86","unpublishes a published service and returns to the publish state","WorkflowDetail Service tab","Fri Sep 04 03:15:15 UTC 2026","passed","Fri Sep 04 03:15:15 UTC 2026","","","",""
"","129","filters the list by search text","Observability page","Fri Sep 04 03:15:24 UTC 2026","passed","Fri Sep 04 03:15:24 UTC 2026","","","",""
"","4","renders the current mode plan","ModeSelector","Fri Sep 04 03:15:54 UTC 2026","passed","Fri Sep 04 03:15:54 UTC 2026","","","",""
"","4","renders questions without options (free-text)","QuestionList","Fri Sep 04 03:16:25 UTC 2026","passed","Fri Sep 04 03:16:25 UTC 2026","","","",""
"","44","passes the actor filter to the API","AuditLog","Fri Sep 04 03:16:57 UTC 2026","passed","Fri Sep 04 03:16:57 UTC 2026","","","",""
"","2","computes worksheet stats and rubric averages","workflowBakeoff","Fri Sep 04 03:16:12 UTC 2026","passed","Fri Sep 04 03:16:12 UTC 2026","","","",""
"","33","flags a synced-but-changed test set as stale with a re-sync action","EvalDatasets","Fri Sep 04 03:16:27 UTC 2026","passed","Fri Sep 04 03:16:27 UTC 2026","","","",""
"","5","reflects a list selection","ViewToggle","Fri Sep 04 03:17:44 UTC 2026","passed","Fri Sep 04 03:17:44 UTC 2026","","","",""
"","1","ignores malformed artifact persistence snapshots","workflowRunArtifactPersistence","Fri Sep 04 03:16:28 UTC 2026","passed","Fri Sep 04 03:16:28 UTC 2026","","","",""
"","2","nodeSubtitle covers storage, orchestration, routing, and fallback nodes","node helpers","Fri Sep 04 03:14:13 UTC 2026","passed","Fri Sep 04 03:14:13 UTC 2026","","","",""
"","174","renders a draft plan's goal and steps with an approve & run action","AriaPlanCard","Fri Sep 04 03:16:36 UTC 2026","passed","Fri Sep 04 03:16:37 UTC 2026","","","",""
"","7","shows field-level setup guidance when a required component field is still incomplete","Inspector","Fri Sep 04 03:13:42 UTC 2026","passed","Fri Sep 04 03:13:42 UTC 2026","","","",""
"","9","picking a registered prompt wires the node ref and artifacts.prompts","Inspector","Fri Sep 04 03:13:41 UTC 2026","passed","Fri Sep 04 03:13:41 UTC 2026","","","",""
"","16","gives Next a contextual 'Continue to {next step}' label","SkillWizard","Fri Sep 04 03:14:55 UTC 2026","passed","Fri Sep 04 03:14:55 UTC 2026","","Step navigation","",""
"","364","disables wait_for_event resume actions in run detail when the typed event name no longer matches the configured gate","WorkflowDetail calibration","Fri Sep 04 03:13:10 UTC 2026","passed","Fri Sep 04 03:13:10 UTC 2026","","","",""
"","1","falls back to tool calls, questions, and errors for older messages","processStepsFromMetadata","Fri Sep 04 03:17:40 UTC 2026","passed","Fri Sep 04 03:17:40 UTC 2026","","","",""
"","14","setPanelWidth clamps through Width 480","AssistantPanelContext","Fri Sep 04 03:16:38 UTC 2026","passed","Fri Sep 04 03:16:38 UTC 2026","","","",""
"","286","shows passing checklist items","SkillWizard","Fri Sep 04 03:14:58 UTC 2026","passed","Fri Sep 04 03:14:58 UTC 2026","","Step 5: Review & Create","",""
"","33","surfaces an upload failure without adding a chip","AttachmentBar — upload via file picker","Fri Sep 04 03:15:07 UTC 2026","passed","Fri Sep 04 03:15:07 UTC 2026","","","",""
"","162","runs the pinned test set and persists a durable run","Prompts — Workspace Runs stage","Fri Sep 04 03:14:08 UTC 2026","passed","Fri Sep 04 03:14:08 UTC 2026","","","",""
"","447","lists folders + files and filters with the search box","Object Store file manager","Fri Sep 04 03:14:20 UTC 2026","passed","Fri Sep 04 03:14:21 UTC 2026","","","",""
"","2","joins versions with the live deployment to mark isLive + promotability","makeWorkflowVersionAdapter","Fri Sep 04 03:16:08 UTC 2026","passed","Fri Sep 04 03:16:08 UTC 2026","","","",""
"","3","shows error message","TestPanel","Fri Sep 04 03:16:25 UTC 2026","passed","Fri Sep 04 03:16:25 UTC 2026","","","",""
"","1","promotes a version_id to the live alias and rolls back via the stack","makeWorkflowVersionAdapter","Fri Sep 04 03:16:08 UTC 2026","passed","Fri Sep 04 03:16:08 UTC 2026","","","",""
"","73","keeps event trigger buttons disabled when the run queue is unavailable","WorkflowDetail calibration","Fri Sep 04 03:13:04 UTC 2026","passed","Fri Sep 04 03:13:04 UTC 2026","","","",""
"","2","turns missing inherited checkpoint details into completed-run reconstruction guidance","workflow run panels","Fri Sep 04 03:14:30 UTC 2026","passed","Fri Sep 04 03:14:30 UTC 2026","","","",""
"","67","filters workflow cards by search query","Workflows page","Fri Sep 04 03:12:56 UTC 2026","passed","Fri Sep 04 03:12:57 UTC 2026","","","",""
"","6","loads + normalizes the prompt version list","makePromptVersionAdapter","Fri Sep 04 03:16:08 UTC 2026","passed","Fri Sep 04 03:16:08 UTC 2026","","","",""
"","113","lists agents and binds the prompt to a selected agent","Prompts — Workspace Bind stage","Fri Sep 04 03:14:08 UTC 2026","passed","Fri Sep 04 03:14:08 UTC 2026","","","",""
"","9","applies reusable operational connector presets without embedding credentials","Component enhancements (label / advanced / output / legacy)","Fri Sep 04 03:13:44 UTC 2026","passed","Fri Sep 04 03:13:44 UTC 2026","","","",""
"","171","shows persisted resume checkpoints for a selected run","WorkflowDetail calibration","Fri Sep 04 03:13:18 UTC 2026","passed","Fri Sep 04 03:13:19 UTC 2026","","","",""
"","112","surfaces calibration errors and allows selecting another enabled agent","WorkflowDetail calibration","Fri Sep 04 03:13:02 UTC 2026","passed","Fri Sep 04 03:13:02 UTC 2026","","","",""
"","10","explains intentional empty port contracts for control-flow and terminal nodes","WorkflowComponentSchemaSummary","Fri Sep 04 03:13:41 UTC 2026","passed","Fri Sep 04 03:13:41 UTC 2026","","","",""
"","7","surfaces model, prompt version, and token telemetry when present","StepPreview","Fri Sep 04 03:15:01 UTC 2026","passed","Fri Sep 04 03:15:01 UTC 2026","","","",""
"","218","handles edit-load failure and empty template validation","Prompts — create/edit error flows","Fri Sep 04 03:14:09 UTC 2026","passed","Fri Sep 04 03:14:09 UTC 2026","","","",""
"","5","shows field-level validation issues inline beside the affected control","Inspector","Fri Sep 04 03:13:42 UTC 2026","passed","Fri Sep 04 03:13:42 UTC 2026","","","",""
"","155","renders totals, charts, and the by-model table for a populated payload","GatewayUsageTab","Fri Sep 04 03:16:30 UTC 2026","passed","Fri Sep 04 03:16:31 UTC 2026","","","",""
"","69","refetches when the active workspace changes","useApi + workspace changes","Fri Sep 04 03:17:34 UTC 2026","passed","Fri Sep 04 03:17:34 UTC 2026","","","",""
"","94","refreshes the recent run index fallback when a started event is the first live signal and paged history is unavailable","WorkflowEditor handler branches","Fri Sep 04 03:13:36 UTC 2026","passed","Fri Sep 04 03:13:36 UTC 2026","","","",""
"","116","turns reconstructed run graphs into completed-run replay guidance","WorkflowDetail calibration","Fri Sep 04 03:13:19 UTC 2026","passed","Fri Sep 04 03:13:19 UTC 2026","","","",""
"","2","builds file and folder input nodes","WorkflowEditor newNode","Fri Sep 04 03:16:51 UTC 2026","passed","Fri Sep 04 03:16:51 UTC 2026","","","",""
"","897","shows action errors for cancel, retry, approve, reject, and resume run controls","WorkflowDetail calibration","Fri Sep 04 03:13:12 UTC 2026","passed","Fri Sep 04 03:13:13 UTC 2026","","","",""
"","11","selects artifact type skill","ArtifactTypeSelector","Fri Sep 04 03:15:54 UTC 2026","passed","Fri Sep 04 03:15:54 UTC 2026","","","",""
"","37","rolls back the live version after confirmation","VersionPanel","Fri Sep 04 03:16:35 UTC 2026","passed","Fri Sep 04 03:16:35 UTC 2026","","","",""
"","3","renders validation report state {""valid"":false,""errors"":[""Missing field""],""warnings"":[]}","ValidationPanel","Fri Sep 04 03:15:54 UTC 2026","passed","Fri Sep 04 03:15:54 UTC 2026","","","",""
